2.86
2.96
2.51
2.26
2.5
1.68
1.84
1.92
1.75
2.28
1.98
2.99
3.75
1.35
2.01
2.04
5.68
2.25
2.3
3.5
3.79
1.77
3.42
3.58
2.79
1.74
2.48
2.5
2.75
3.81
